distance,duration,departure_hour,weather_risk,traffic,delay
4610,522,10,0.41,0.35,0
12482,1130,7,0.29,0.4,0
6603,593,17,0.93,0.48,1
10399,976,5,0.95,0.68,0
9175,850,7,0.74,0.87,1
4322,511,19,0.36,0.78,1
2285,483,19,0.01,0.86,0
8901,917,19,0.32,0.9,0
10412,980,15,0.18,0.76,0
7518,736,18,0.13,0.53,0
9859,815,16,0.35,0.86,0
8490,757,22,0.52,0.32,1
12044,1070,12,0.58,0.33,0
5254,549,17,0.26,0.27,0
6621,743,5,0.5,0.21,0
7099,778,12,0.28,0.18,0
10435,959,3,0.72,0.8,0
7240,703,4,0.8,0.74,0
1159,236,13,0.5,1.0,0
9470,1043,23,0.32,0.49,0
10303,856,12,0.1,0.16,0
5166,690,20,0.1,0.74,0
6903,863,17,0.93,0.26,1
2986,462,21,0.96,0.2,0
11635,1207,5,0.98,0.28,1
9363,1011,23,0.45,0.08,0
8598,778,5,0.64,0.93,1
11032,1179,12,0.85,0.07,1
4739,575,10,0.65,0.71,0
7479,758,14,0.78,0.94,0
9535,1005,13,0.17,0.85,1
4844,551,23,0.7,0.08,0
2687,309,2,0.94,0.47,1
13630,1285,16,0.76,0.08,1
3544,368,20,0.93,0.39,1
13084,1186,14,0.63,0.13,0
1468,187,21,0.36,0.92,0
8654,985,8,0.55,0.14,0
9835,887,18,0.6,0.63,0
10240,1050,16,0.64,0.53,0
8891,1002,7,0.8,0.44,1
5256,533,9,0.01,0.52,0
3233,478,9,0.47,0.01,0
13377,1307,9,0.01,0.43,1
4788,422,17,0.37,0.41,0
7467,747,5,0.71,0.65,0
4614,540,2,0.42,0.24,0
11046,1027,9,0.65,0.53,1
4080,401,5,0.14,0.11,0
8418,830,22,0.62,0.19,1
1813,468,0,0.19,0.1,0
12717,1237,23,0.01,0.09,1
4558,576,13,0.31,0.8,0
8597,720,10,0.08,0.75,1
5366,662,2,0.54,0.18,0
5097,637,0,0.12,0.77,0
13635,1308,7,0.74,0.03,1
13631,1130,16,0.67,0.21,0
6113,683,5,0.63,0.04,0
9534,837,8,0.48,0.3,1
1853,309,3,0.24,0.43,1
5523,773,3,0.4,0.24,0
10520,1092,22,0.6,0.37,1
3583,583,2,0.69,0.34,0
13444,1098,1,0.36,0.15,0
2759,330,15,0.23,0.98,0
13397,1241,14,0.73,0.02,1
12868,1093,8,0.9,0.49,1
5828,774,22,0.49,0.57,0
6303,771,8,0.87,0.6,0
3627,367,16,0.16,0.3,0
7014,818,0,0.78,0.51,0
1306,343,19,0.24,0.72,0
9830,995,6,0.52,0.5,0
11044,1032,10,0.41,0.32,1
11795,978,1,0.84,0.13,0
4310,437,15,0.19,0.03,0
7366,862,16,0.62,0.59,1
4616,442,0,0.93,0.21,0
2310,472,20,0.06,0.56,0
7814,834,22,0.06,0.62,0
13030,1073,9,0.08,0.22,0
2658,377,17,0.39,0.19,0
10339,926,17,0.75,0.42,1
11463,1214,11,0.67,0.7,0
2705,347,5,0.55,0.5,0
9747,1017,11,0.9,0.55,0
7090,802,20,0.43,0.73,0
10226,1105,6,0.38,0.55,0
6898,808,14,0.96,0.0,1
5660,492,16,0.14,0.89,1
4635,516,10,0.02,0.82,0
5521,757,16,0.56,0.93,1
1618,416,11,0.16,0.26,0
5093,560,8,0.81,0.09,1
4562,441,23,0.32,0.48,0
12298,1277,3,0.6,0.3,0
10441,1038,2,0.78,0.92,1
8115,881,3,0.87,0.23,0
10868,880,20,0.78,0.38,1
1674,348,17,0.56,0.33,0
3509,348,21,0.73,0.39,0
10750,1160,16,0.09,0.43,0
3425,383,10,0.08,0.57,1
7540,759,2,0.4,0.43,0
13485,1140,15,0.56,0.49,0
4212,662,19,1.0,0.52,1
5362,682,10,0.68,0.58,1
7776,859,11,0.35,0.32,0
1396,320,5,0.99,0.62,0
8245,752,14,0.04,0.82,1
7124,673,23,0.85,0.11,1
11174,973,9,0.01,0.69,1
8373,928,0,0.33,0.74,0
9952,1073,8,0.55,0.62,0
12388,998,12,0.58,0.66,1
3790,374,9,0.2,0.7,0
8617,710,2,0.39,0.27,0
11815,1130,3,0.02,0.87,0
4787,613,16,0.98,0.1,1
10782,1140,2,0.19,0.5,0
12673,1021,1,0.25,0.53,0
7445,698,0,0.35,0.35,0
4869,681,8,0.81,0.63,0
1482,455,8,0.23,0.34,0
3248,347,23,0.38,0.96,0
11248,1019,13,0.24,0.15,0
10918,1046,14,0.54,0.21,1
9869,903,4,0.31,0.71,0
3215,521,4,0.66,0.56,0
2111,503,17,0.95,0.12,1
3384,328,10,0.88,0.41,0
8258,819,4,0.78,0.11,1
13491,1207,19,0.57,0.23,1
12261,992,11,0.08,0.78,1
10907,1118,22,0.65,0.18,0
8763,787,5,0.19,0.03,0
1245,291,13,0.22,0.67,0
4351,419,5,0.93,0.99,0
9027,903,14,0.89,0.43,0
10960,1076,23,0.31,0.61,0
10728,1138,16,0.64,0.7,1
2791,500,14,0.83,0.04,0
9498,1047,12,0.98,0.04,1
13536,1100,6,0.29,0.4,0
5684,722,5,0.42,0.61,1
9470,842,14,0.83,0.45,0
2854,366,18,0.94,0.7,1
7775,808,14,0.02,0.45,0
4308,615,2,0.25,0.69,0
3686,399,2,0.11,0.45,0
9582,974,23,0.79,0.51,0
7204,881,12,0.04,0.17,0
11805,1021,5,0.87,0.18,0
7874,807,9,0.73,0.96,1
3960,417,4,0.96,0.0,0
1200,384,15,0.86,0.54,1
9084,862,6,0.59,0.48,0
2300,235,7,0.88,0.28,0
4401,415,5,0.15,0.65,1
1531,469,19,0.3,0.92,1
7831,738,5,0.67,0.61,0
10747,1159,17,0.18,0.46,0
1587,226,9,0.32,0.9,0
13426,1284,17,0.06,0.47,1
5496,640,16,0.41,0.21,0
1953,261,18,0.73,0.63,0
8924,876,13,0.61,0.32,0
11211,1081,4,0.61,0.5,0
9154,998,5,0.88,0.23,1
4171,372,3,0.02,0.63,0
4396,601,13,0.05,0.35,0
4478,400,20,0.2,0.28,0
6042,666,16,0.55,0.77,1
6460,718,12,0.72,0.62,1
3877,449,10,0.83,0.92,1
8774,736,20,0.14,0.16,0
9797,965,14,0.78,0.41,0
9537,928,18,0.72,0.32,1
4412,685,21,0.33,0.92,0
2084,292,8,0.84,0.34,1
9753,875,18,0.61,0.19,1
13817,1253,22,0.86,0.71,1
2422,495,7,0.37,0.83,1
9603,934,5,0.11,0.78,0
2517,475,16,0.02,0.48,0
4116,542,15,0.73,0.52,0
3347,361,16,0.68,0.13,0
8526,897,22,0.86,0.12,1
1721,233,10,0.47,0.05,0
11796,1103,0,0.58,0.31,0
6257,631,6,0.29,0.53,0
11995,1019,8,0.15,0.27,1
11206,1186,16,0.1,0.54,0
5440,540,22,0.8,0.57,1
6101,690,17,0.44,0.13,0
12067,990,3,0.38,0.09,0
12545,1228,19,0.36,0.33,1
13425,1339,2,0.97,0.76,0
3159,343,22,0.47,0.46,0
12636,1245,15,0.23,0.22,0
11107,1025,11,0.39,0.7,0
13923,1270,14,0.49,0.07,1
8842,959,5,0.28,0.35,0
9322,811,12,0.82,0.8,1
11640,969,9,0.53,0.4,0
11172,1021,17,0.16,0.48,1
4411,610,13,0.57,0.34,0
3835,386,23,0.93,0.57,0
10702,1099,10,0.56,0.82,1
7648,668,19,0.11,0.81,0
7208,767,15,0.64,0.06,0
3276,602,20,0.81,0.76,0
8421,963,9,0.39,0.58,1
12165,1134,9,0.57,0.91,1
8122,845,2,0.58,0.61,0
3089,441,1,0.37,0.55,0
12523,1285,11,0.11,0.28,1
8073,866,20,0.32,0.38,0
9931,912,21,0.17,0.14,0
6902,790,4,0.29,0.87,1
1190,185,20,0.02,0.72,0
8155,740,2,0.14,0.81,0
13925,1321,19,0.18,0.51,0
8373,883,11,0.23,0.42,1
9161,868,22,0.5,0.41,0
7012,602,1,0.57,0.7,1
8889,766,4,0.73,0.53,0
13297,1200,14,0.52,0.52,0
5017,677,20,0.74,0.96,1
11382,1189,18,0.31,0.05,0
13755,1096,15,0.45,0.91,0
6431,757,11,0.96,0.8,1
1578,333,23,0.79,0.26,0
10472,931,18,0.05,0.99,0
11228,915,9,0.48,0.13,1
13841,1240,8,0.13,0.28,0
1232,209,19,0.17,0.59,1
8317,872,5,0.26,0.7,0
9640,799,10,0.98,0.97,1
3525,577,13,0.77,0.24,0
11446,1003,6,0.58,0.84,1
5331,518,1,0.17,0.4,0
13224,1323,7,0.38,0.71,0
3378,584,13,0.01,0.93,0
12116,1129,16,0.68,0.04,0
11443,1099,13,0.61,0.65,0
5429,603,3,0.26,0.58,0
12063,1087,23,0.67,0.77,0
12103,1059,10,0.55,0.67,0
1195,359,3,0.53,0.69,0
12882,1171,8,0.19,0.02,1
10734,976,19,0.64,0.71,1
10907,944,12,0.66,0.9,0
4027,418,22,0.18,0.29,0
2240,460,8,0.77,0.69,0
13617,1246,8,0.16,0.07,0
7271,803,10,1.0,0.26,0
3915,578,2,0.49,0.93,0
3923,605,3,0.14,0.77,0
11540,979,14,0.72,0.1,1
10360,965,14,0.02,0.5,0
1014,155,21,0.39,0.15,0
7411,909,0,0.52,0.94,0
8144,876,23,0.78,0.79,0
1054,335,22,0.82,0.48,0
6880,746,21,0.3,0.06,0
11601,976,11,0.53,0.96,1
8530,847,20,0.2,0.55,0
11825,1043,9,0.7,0.9,0
6886,825,2,0.89,0.44,1
1584,276,0,0.72,0.59,0
2032,488,20,0.31,0.53,0
8361,695,1,0.34,0.34,0
7643,693,6,0.81,0.67,0
12109,1242,4,0.74,0.23,1
13049,1110,15,0.65,0.47,0
1750,315,22,0.65,0.01,0
6035,561,14,0.61,0.84,1
2742,323,15,0.59,0.62,1
4320,602,10,0.81,0.98,0
6312,594,21,0.58,0.14,0
13994,1218,1,0.59,0.34,1
3314,520,5,0.7,0.55,0
10535,870,4,0.1,0.85,0
13741,1170,0,0.88,0.08,1
2460,389,13,0.69,0.79,0
3079,395,4,0.64,0.52,0
3859,368,19,0.18,0.5,0
11275,1059,11,0.42,0.56,1
9686,834,19,0.36,0.76,0
4592,641,20,0.66,0.28,0
3444,560,15,0.18,0.67,1
11565,1113,9,0.21,0.25,0
13425,1298,1,0.1,0.05,0
3589,343,15,0.51,0.07,0
8287,977,10,0.42,0.75,0
4769,473,10,0.23,0.24,0
4276,572,7,0.07,0.59,1
8141,744,6,0.93,0.45,1
3234,536,23,0.19,0.36,0
6503,612,1,0.69,0.06,1
8627,941,13,0.17,0.34,0
10889,956,20,0.95,0.91,1
10056,931,2,0.41,0.52,0
4546,642,14,0.28,0.73,0
5041,564,10,0.43,0.22,0
3440,611,0,0.42,0.04,0
13017,1294,1,0.43,0.39,0
12413,1040,14,0.5,0.08,0
12356,1194,6,0.13,0.3,0
2486,254,15,0.67,0.16,0
10345,1133,0,0.98,0.46,1
12520,1205,5,0.79,0.37,0
11377,913,20,0.07,0.89,1
1535,326,13,0.75,0.7,0
10424,947,21,0.08,0.88,0
1898,465,21,0.36,0.05,0
8624,726,11,0.37,0.65,0
10187,928,4,0.98,0.24,1
8839,1019,22,0.21,0.75,0
6778,704,16,0.68,0.28,1
6656,790,15,0.5,0.83,0
9714,1060,9,0.45,0.37,0
12357,1019,6,0.89,0.46,1
3929,501,2,0.11,0.28,0
9131,821,6,0.52,0.63,0
12180,1250,4,0.47,0.42,0
1351,310,6,0.06,0.87,1
9513,944,13,0.58,0.66,0
8965,1003,17,0.45,0.3,1
13932,1260,5,0.79,0.23,1
5720,513,4,0.35,0.46,0
3634,606,9,0.18,0.18,0
11917,1031,5,0.24,0.04,0
3072,515,8,0.37,0.21,0
11904,1114,11,0.15,0.45,0
9743,944,3,0.92,0.4,0
3381,547,10,0.16,0.97,0
9313,927,20,0.71,0.47,1
13356,1354,21,0.15,0.57,0
8243,851,22,0.11,0.48,1
12108,1250,3,0.31,0.4,0
8306,864,2,0.33,0.61,0
9625,894,8,0.2,0.08,0
12093,1010,16,0.39,0.49,0
9381,791,21,0.36,0.15,0
7056,786,11,0.01,0.34,0
8300,969,2,0.22,0.89,0
7809,871,9,0.16,0.73,0
12937,1242,4,0.84,0.6,1
5968,750,16,0.99,0.07,0
13388,1256,2,0.01,0.64,0
3865,633,14,0.71,0.76,1
4047,558,9,0.55,0.04,0
10588,1009,15,0.56,0.46,1
1040,216,8,0.3,0.64,0
3034,434,13,0.18,0.91,0
1466,230,8,0.49,0.97,0
6927,876,15,0.57,0.87,0
8799,780,11,0.51,0.58,0
3668,632,1,0.15,0.46,0
6855,657,1,0.27,0.42,0
6832,596,9,0.29,0.64,1
4175,466,3,0.6,0.17,0
6180,677,8,0.69,0.69,1
10503,1027,4,0.01,0.52,0
8944,940,10,0.92,0.16,1
9247,866,6,0.8,0.56,0
9612,1052,22,0.55,0.76,1
8544,739,3,0.82,0.92,1
6104,702,4,0.82,0.89,0
13510,1248,5,0.71,0.03,0
4643,473,22,0.14,0.23,0
3133,334,13,0.69,0.78,1
13692,1333,13,0.04,0.11,0
9412,795,15,0.12,0.25,1
11937,960,3,0.78,0.92,1
4277,474,21,0.35,0.09,0
5544,771,11,0.35,0.86,0
11042,1011,16,0.57,0.1,0
1229,422,6,0.72,0.96,1
13353,1336,0,0.97,0.1,1
9260,997,11,0.7,0.19,0
2758,358,11,0.98,0.42,0
7677,692,10,0.12,0.11,0
13489,1255,22,0.29,0.72,1
9088,800,12,0.28,0.6,0
8273,795,17,0.41,0.98,1
2140,463,21,0.37,0.01,0
12011,1013,12,0.44,0.66,1
3348,513,12,0.7,0.98,0
3764,375,11,0.98,0.34,0
7623,693,7,0.84,0.73,1
12689,1308,18,0.27,0.79,0
7557,808,15,0.67,0.95,0
9379,905,4,0.77,0.11,1
9147,864,20,0.94,0.03,0
2117,473,21,0.03,0.18,0
6356,614,9,0.62,0.1,1
13314,1324,15,0.79,0.2,0
9032,995,8,0.54,0.81,1
1289,172,13,0.88,0.12,0
7165,823,14,0.04,0.18,0
13769,1247,22,0.16,0.43,0
7374,862,3,0.57,0.49,0
9837,1089,15,0.48,0.85,0
7412,749,15,0.59,0.38,0
13557,1221,10,0.06,0.59,1
7003,763,23,0.58,0.77,0
7235,651,13,0.35,0.36,0
11833,1072,7,0.23,0.31,1
12272,1013,9,0.11,0.17,0
1612,415,21,0.86,0.57,0
5368,472,22,0.47,0.02,0
10344,1034,10,0.57,0.81,1
12061,1069,10,0.5,0.81,0
3730,492,11,0.97,0.2,0
13896,1140,17,0.21,0.27,1
10396,1044,7,0.62,0.96,0
10473,893,18,0.34,0.07,0
8786,936,6,0.35,0.08,0
9268,908,13,0.66,0.31,0
5116,706,14,0.67,0.55,0
11286,1170,5,0.58,0.21,0
13160,1286,8,0.94,0.53,0
13601,1302,18,0.73,0.06,1
8577,778,7,0.15,0.69,0
8133,879,10,0.86,0.91,1
7757,777,9,0.65,0.26,0
7649,755,3,0.15,0.03,0
6087,753,15,0.56,0.44,0
1606,283,5,0.27,0.03,0
5551,757,5,0.64,0.04,0
13816,1106,1,0.86,0.08,0
2041,421,11,0.67,0.89,0
12865,1095,7,0.11,0.73,0
9551,1073,16,0.25,0.88,1
3003,445,10,0.83,0.74,0
13189,1169,13,0.22,0.11,0
5498,697,13,0.25,0.59,0
7139,652,10,0.55,0.47,0
5550,550,11,0.48,0.37,0
11574,945,23,0.66,0.94,0
13923,1226,8,0.55,0.31,0
6945,642,17,0.87,0.86,1
7438,747,9,0.09,0.82,1
4446,475,14,0.63,0.88,0
7656,651,8,0.87,0.82,0
8718,924,10,0.72,0.88,0
3627,465,16,0.07,0.42,0
9973,974,14,0.7,0.76,0
4010,587,20,0.14,0.4,0
6140,814,2,0.11,0.25,0
13576,1144,19,0.69,0.79,1
8837,790,8,0.17,0.59,0
5616,582,2,0.41,0.18,0
10345,949,0,0.95,0.92,1
11266,1021,2,0.97,0.2,0
3764,367,12,0.62,0.6,1
7028,674,18,0.12,0.72,0
8433,945,3,0.22,0.2,0
13814,1232,9,0.75,0.38,1
4385,498,9,0.73,0.19,1
13983,1182,0,0.29,0.26,0
5068,629,18,0.68,0.46,1
3182,463,22,0.4,0.21,0
7935,786,2,0.1,0.06,0
4847,664,11,1.0,0.94,0
10801,893,0,0.25,0.62,0
7466,808,4,0.97,0.56,0
5264,540,16,0.49,0.34,0
2468,407,22,0.53,0.14,1
1723,254,15,0.87,0.83,0
8046,807,8,0.61,0.76,1
6128,742,5,0.32,0.99,0
3478,604,21,0.64,0.44,0
1894,319,5,0.04,0.26,0
8150,730,15,0.04,0.36,0
8949,965,15,0.11,0.72,1
6727,611,6,0.87,0.18,1
9335,899,18,0.89,0.59,1
1067,409,18,0.18,0.92,1
9161,795,10,0.03,0.68,0
7458,810,18,0.93,0.11,1
1473,211,14,0.83,0.66,0
5412,467,10,0.97,0.66,0
6323,825,4,0.21,0.05,0
6294,560,23,0.07,0.95,0
7534,755,5,0.24,0.77,0
1336,266,5,0.39,0.4,0
11716,1016,3,0.3,0.8,0
6080,583,11,0.67,0.83,0
9021,964,12,0.48,0.56,0
13394,1280,11,0.61,0.43,0
1662,446,10,0.97,0.68,0
12692,1090,15,0.53,0.65,1
8671,933,2,0.91,0.48,1
3093,444,7,0.52,0.3,1
2253,251,16,0.11,0.42,0
11827,1238,8,0.36,0.59,0
1266,212,23,0.66,0.18,0
7438,640,2,0.42,0.7,0
12863,1256,21,0.45,0.81,1
4066,472,5,0.08,0.98,0
12033,1016,13,0.53,0.01,1
3813,589,14,0.69,0.87,0
10861,1123,9,0.62,0.97,1
12039,1164,9,0.09,0.14,1
1260,250,0,0.21,0.65,0
8139,945,6,0.09,0.77,1
7912,664,3,0.17,0.15,0
8947,972,0,0.86,0.59,1
10329,1034,1,0.33,0.1,0
8074,877,15,0.74,0.6,0
5764,510,15,0.4,0.51,0
12119,1217,7,0.71,0.53,1
6174,806,2,0.27,0.65,0
2915,531,19,0.94,0.35,0
1340,242,9,0.73,0.47,1
9317,870,18,0.91,0.34,0
12717,1252,4,0.88,0.72,1
7829,831,15,0.8,0.84,0
5627,526,21,0.48,0.17,0
9063,790,13,0.94,0.49,1
10123,843,0,0.36,0.26,0
3862,606,1,0.81,0.34,1
4714,474,17,0.22,0.26,0
6820,594,17,0.27,0.15,0
9444,821,22,0.05,0.95,0
13382,1119,3,0.78,0.61,0
2669,547,1,0.51,0.17,1
4365,572,5,0.73,0.71,0
9165,797,4,0.65,0.33,1
4307,607,13,0.77,0.01,0
8760,891,9,0.51,0.09,1
13367,1274,11,0.63,0.25,0
9677,1000,7,0.14,0.43,0
8516,962,21,0.36,0.03,1
1162,411,2,0.08,0.31,0
3692,558,1,0.39,0.04,0
3473,614,1,0.98,0.98,0
9516,924,13,0.4,0.68,0
5986,668,11,0.01,0.28,0
3406,521,14,0.64,0.89,0
11128,1120,22,0.35,0.81,0
13704,1188,9,0.08,0.54,0
12778,1082,16,0.99,0.28,1
10040,972,16,0.34,0.64,1
9846,930,7,0.83,0.3,1
9278,811,23,0.06,0.37,0
6807,633,1,0.76,0.94,1
10378,840,14,0.34,0.24,0
10528,1138,22,0.89,0.63,0
10757,985,11,0.3,0.67,0
10384,909,22,0.38,0.74,1
9461,1067,6,0.82,0.36,1
12659,1226,13,0.08,0.06,0
8802,829,14,0.08,0.68,0
10158,1086,12,0.87,0.58,0
8210,925,23,0.97,0.82,1
3082,539,22,0.46,0.97,0
9669,845,22,0.21,0.47,0
10159,1010,3,0.6,0.41,1
10367,985,1,0.52,0.12,0
7135,750,9,0.49,0.79,1
10660,1074,1,0.94,0.31,1
3999,609,0,0.12,0.35,0
7841,894,18,0.31,0.45,0
7181,841,23,0.83,0.13,1
11427,1152,14,0.67,0.15,0
2463,453,12,0.23,0.4,0
11984,1184,23,0.28,0.09,0
1406,457,20,0.8,0.71,0
3028,573,2,0.19,0.62,0
1866,490,16,0.19,0.48,0
2970,554,5,0.96,0.27,1
12560,1298,14,0.08,0.53,0
10648,881,15,0.86,0.02,1
7798,656,16,0.32,0.26,0
2627,534,5,0.29,0.18,0
3526,481,13,0.68,0.06,0
3973,370,22,0.06,0.39,0
7763,807,8,0.38,0.83,1
4318,505,19,0.59,0.49,0
7308,666,8,0.06,0.46,0
8932,743,13,0.63,0.91,1
10077,1115,21,0.1,0.76,0
3057,444,18,0.41,0.08,0
4333,456,11,0.54,0.17,0
7942,939,14,0.04,0.81,0
11170,1045,20,0.97,0.0,0
8900,866,19,0.25,0.68,0
11358,1019,18,0.84,0.28,1
9750,1079,2,0.3,0.4,1
3288,590,8,0.88,0.21,0
6215,701,20,0.26,0.75,0
5029,601,10,0.21,0.96,0
12335,1053,20,0.92,0.61,1
1156,234,13,0.56,0.7,0
7435,892,2,0.79,0.65,1
1507,400,21,0.12,0.97,0
10851,1056,12,0.18,0.77,0
1138,208,14,0.37,0.19,1
13175,1058,8,0.68,0.71,1
11050,1043,22,0.22,0.98,0
1602,323,15,0.9,0.71,1
4212,577,3,0.87,0.57,0
10040,912,21,0.74,0.67,0
3875,383,18,0.13,0.07,0
10337,951,16,0.73,0.27,0
1378,435,19,0.25,0.56,0
7997,685,10,0.43,1.0,1
12143,1235,14,0.5,0.52,1
12816,1135,1,0.28,0.42,0
1084,341,6,0.33,0.88,0
13082,1156,22,0.42,0.07,1
3694,505,9,0.06,0.63,1
8077,677,18,0.8,0.94,0
5049,493,15,0.24,0.34,0
6465,810,7,0.94,0.78,0
13518,1121,20,0.45,0.12,0
1546,368,10,0.89,0.69,0
2015,437,1,0.3,0.63,0
12101,995,17,0.05,0.85,1
11113,1103,7,0.86,0.79,0
8428,888,14,0.8,0.88,1
6564,565,14,0.52,0.59,1
1201,184,18,0.79,0.19,0
11442,1178,8,0.36,0.48,0
4046,487,4,0.8,0.06,1
8140,932,20,0.75,0.31,0
13705,1161,4,0.47,0.6,0
1132,409,18,0.66,0.14,1
10166,849,13,0.34,0.98,0
4297,417,10,0.19,0.48,0
8657,878,18,0.57,0.34,1
6384,621,3,0.45,0.79,1
4594,405,20,0.22,0.23,0
4916,674,23,0.77,0.81,0
7158,701,12,0.18,0.99,0
2208,408,0,0.55,0.14,0
11343,1209,11,0.04,0.03,0
3853,460,8,0.72,0.34,0
3925,454,0,0.18,0.26,0
12099,1037,12,0.65,0.89,1
4444,549,14,0.24,0.81,0
9633,1004,22,0.07,0.14,0
4107,466,17,0.38,0.37,0
11422,1041,1,0.76,0.59,0
5819,572,10,0.25,0.63,0
3071,550,18,0.89,0.21,1
8711,746,5,0.51,0.75,0
9342,951,15,0.52,0.18,0
9609,1027,22,0.96,0.47,0
11454,1217,20,0.04,0.22,0
4840,625,6,0.31,0.89,0
7129,724,17,0.08,0.75,0
9500,952,7,0.58,0.47,0
7981,888,14,0.43,0.37,0
5473,665,0,0.18,0.23,0
6883,618,9,0.84,0.51,0
13875,1241,7,0.1,0.07,1
4281,551,6,0.68,0.25,0
13590,1219,6,0.71,1.0,0
13327,1337,8,0.01,0.3,0
13830,1303,12,0.82,0.76,1
11716,1200,4,0.87,0.23,0
4438,634,7,0.52,0.79,0
12837,1258,10,0.79,0.31,1
13617,1294,6,0.44,0.85,1
3276,600,4,0.31,0.74,0
11794,1125,10,0.23,0.43,0
13498,1347,9,0.33,0.02,0
3279,383,10,0.57,0.8,0
10402,1040,12,0.2,0.39,0
4085,609,3,0.33,0.96,0
5991,556,5,0.1,0.55,1
12288,1231,0,0.19,0.07,0
5650,588,7,0.29,0.52,0
7039,852,0,0.17,0.86,0
3572,383,4,0.54,0.48,1
4382,454,6,0.31,0.82,0
3601,624,9,0.59,0.5,0
5512,576,0,0.99,0.45,0
10909,1004,16,0.33,0.57,0
8580,997,1,0.74,0.29,0
8476,872,22,0.84,0.79,1
3869,562,7,0.18,0.62,0
7302,700,22,0.57,0.39,0
4927,509,8,0.88,0.54,0
2093,327,15,0.41,0.76,1
7041,627,3,0.5,0.78,0
3700,466,6,0.51,0.46,1
12378,1224,12,0.34,0.4,0
1618,186,8,0.11,0.92,1
13266,1291,15,0.46,0.08,0
12691,1235,4,0.47,0.28,1
1295,208,5,0.29,0.53,0
2271,235,21,0.27,0.44,0
12704,1029,21,0.53,0.44,1
11400,1182,20,0.66,0.66,1
12310,1140,14,0.05,0.0,0
13568,1180,7,0.37,0.24,1
7908,667,0,0.34,0.19,0
4613,454,21,0.17,0.17,0
2764,434,10,0.56,0.19,0
9875,1002,13,0.12,0.21,0
3844,355,12,0.65,0.01,0
4606,438,21,0.82,0.65,0
2103,328,13,0.3,0.6,0
2668,534,18,0.17,0.96,0
11336,1108,21,0.92,0.77,1
3872,512,21,0.48,0.34,0
10585,1082,12,0.51,0.74,0
12544,1006,7,0.02,0.76,1
4873,644,7,0.62,0.06,0
5859,602,4,0.38,0.64,0
12883,1253,23,0.88,0.13,1
13893,1121,16,0.79,0.41,0
13297,1069,7,0.85,0.33,1
9836,824,21,0.99,0.8,0
4644,603,16,0.32,0.44,1
9055,774,6,0.05,0.99,0
3057,335,5,0.59,0.83,0
4871,684,2,0.43,0.47,0
4236,502,13,0.18,0.25,0
8344,788,8,0.86,0.48,0
6891,779,12,0.17,0.44,0
13041,1259,4,0.82,0.79,1
7249,821,2,0.76,0.92,0
3503,605,23,0.18,0.38,0
5640,675,17,0.61,0.07,1
8688,811,4,0.92,0.0,0
12966,1223,15,0.4,0.42,0
13160,1238,12,0.49,0.64,0
7697,656,3,0.38,0.57,0
8148,801,23,0.35,0.71,0
7032,616,20,0.39,0.42,0
8827,739,11,0.63,0.68,0
11573,1002,8,0.61,0.94,1
5053,734,21,0.84,0.01,0
11557,1122,12,0.71,0.97,1
4093,582,5,0.83,0.25,1
9735,985,18,0.31,0.41,0
12921,1074,3,0.64,0.78,0
3338,447,23,0.21,0.75,0
1105,228,15,0.0,0.07,0
9600,993,20,0.29,0.43,0
4053,431,6,0.49,0.5,1
10291,939,5,0.2,0.75,0
4143,502,13,0.44,0.91,1
11427,1002,2,0.29,0.38,0
6605,570,18,0.23,0.49,0
1155,177,8,0.75,0.01,0
1685,235,6,0.52,0.01,0
13474,1206,15,0.47,0.34,0
7074,765,10,0.82,0.94,0
7200,629,11,0.87,0.81,1
12441,1198,23,0.84,0.93,1
3013,556,8,0.95,0.75,1
8404,933,16,0.41,0.19,0
6278,538,20,0.36,0.05,0
6333,761,7,0.61,0.4,0
2333,412,13,0.94,0.94,1
11786,994,23,0.38,0.61,0
9520,1066,22,0.5,0.13,0
5937,785,14,0.17,0.45,0
11856,1225,7,0.24,0.17,0
12467,1040,3,0.43,0.72,1
6349,732,8,0.22,0.26,0
11987,1022,21,0.14,0.53,0
2481,416,7,0.93,0.77,0
11551,1101,12,0.91,0.74,0
11713,1225,13,0.81,0.22,1
2436,299,2,0.34,0.59,0
2902,570,11,0.13,0.31,0
13073,1040,9,0.06,0.54,0
7941,818,11,0.8,0.93,1
11874,1063,3,0.4,0.54,0
3370,463,7,0.5,0.46,0
3389,331,19,0.32,0.5,0
5480,764,15,0.63,0.22,0
7171,627,10,0.15,0.72,0
4687,437,5,0.86,0.73,1
11801,1026,0,0.55,0.34,0
6706,762,12,0.07,0.73,0
4196,654,12,0.1,0.32,0
1886,356,14,0.65,0.58,0
8904,876,4,0.21,0.8,0
11669,939,11,0.73,0.58,0
3418,508,13,0.68,0.17,1
6825,813,5,0.95,0.12,0
6545,772,4,0.63,0.4,1
4946,633,15,0.3,0.6,0
13209,1242,22,0.99,0.67,1
8596,899,8,0.63,0.45,1
2910,320,3,0.49,0.67,0
1377,463,18,0.99,0.48,0
2549,343,12,0.48,0.64,0
10362,901,3,0.33,0.71,0
9806,889,12,0.81,0.02,0
9788,1065,15,0.06,0.84,0
13944,1168,6,0.97,0.9,1
10815,963,0,0.55,0.8,1
3110,587,6,0.65,0.09,0
13338,1077,2,0.98,0.51,1
9919,890,13,0.98,0.66,1
